year,month,country_chart,artist,track,rank,streams,spotify_link
2017,09,Global,Ed Sheeran,Perfect,104.0,15595734,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2017,09,Global,"Jonas Blue, William Singe",Mama,38.0,15188739,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
2017,09,Global,Cardi B,Bodak Yellow,34.0,14718755,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
2017,09,Global,Shawn Mendes,There's Nothing Holdin' Me Back,40.0,14272314,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
2017,09,Global,Avicii,Without You (feat. Sandro Cavazza),29.0,14265876,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
2017,09,Global,21 Savage,Bank Account,30.0,14030108,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
2017,09,Global,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",53.0,13231298,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
2017,09,Global,Danny Ocean,Me Rehúso,34.0,13207961,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
2017,09,Global,Lauv,I Like Me Better,32.0,12704967,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
2017,09,Global,"Post Malone, Quavo",Congratulations,41.0,12492607,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
2017,09,Global,Kendrick Lamar,HUMBLE.,36.0,12491111,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
2017,09,Global,P!nk,What About Us,37.0,12027323,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
2017,09,Global,Maluma,Felices los 4,43.0,11213382,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
2017,09,Global,Portugal. The Man,Feel It Still,53.0,10797530,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
2017,09,Global,Niall Horan,Too Much To Ask,48.0,10795050,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
2017,09,Global,Rita Ora,Your Song,61.0,10735670,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
2017,09,Global,Avicii,Lonely Together (feat. Rita Ora),41.0,10705326,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
2017,09,Global,"The Chainsmokers, Coldplay",Something Just Like This,49.0,10386601,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
2017,09,Global,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),60.0,10295813,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
2017,09,Global,XXXTENTACION,Fuck Love (feat. Trippie Redd),73.0,10173349,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
2017,09,Global,Niall Horan,Slow Hands,74.0,9986537,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
2017,09,Global,Luis Fonsi,Despacito (Featuring Daddy Yankee),64.0,9835914,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2017,09,Global,Post Malone,I Fall Apart,107.0,9833961,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
2017,09,Global,Imagine Dragons,Believer,46.0,9764448,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
2017,09,Global,Travis Scott,BUTTERFLY EFFECT,56.0,9689762,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
2017,09,Global,"J Balvin, Jowell & Randy",Bonita,52.0,9542575,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
2017,09,Global,Manuel Turizo,Una Lady Como Tú,65.0,9507534,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
2017,09,Global,"Martin Garrix, Troye Sivan",There for You,75.0,9444875,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
2017,09,Global,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),64.0,9341555,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
2017,09,Global,"Kygo, Justin Jesso",Stargazing,71.0,9199134,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
2017,09,Global,OneRepublic,Rich Love (with Seeb),77.0,9182028,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
2017,09,Global,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",82.0,9152623,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
2017,09,Global,"Becky G, Bad Bunny",Mayores,54.0,9071831,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
2017,09,Global,Ozuna,Se Preparó,115.0,9037398,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
2017,09,Global,"Wisin, Ozuna",Escápate Conmigo,59.0,8695873,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
2017,09,Global,Selena Gomez,Fetish (feat. Gucci Mane),117.0,8656706,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
2017,09,Global,BTS,DNA,71.0,8529281,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
2017,09,Global,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,85.0,7891546,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
2017,09,Global,Khalid,Location,64.0,7862008,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
2017,09,Global,"CNCO, Little Mix",Reggaetón Lento (Remix),69.0,7716858,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
2017,09,Global,Chris Brown,Questions,62.0,7682316,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
2017,09,Global,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",Báilame - Remix,84.0,7514674,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
2017,09,Global,Clean Bandit,Symphony (feat. Zara Larsson),80.0,7492906,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
2017,09,Global,Major Lazer,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",119.0,7383655,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
2017,09,Global,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",63.0,7349843,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E
2017,09,Global,Kesha,Praying,126.0,7196382,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
2017,09,Global,XXXTENTACION,Everybody Dies In Their Nightmares,95.0,7167018,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
2017,09,Global,"Skrillex, Poo Bear",Would You Ever,83.0,7066537,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
2017,09,Global,"Chris Jedi, J Balvin, Ozuna, Arcangel",Ahora Dice,84.0,7041209,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
2017,09,Global,"Carlos Vives, Sebastian Yatra",Robarte un Beso,68.0,7004001,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T
2017,09,Global,Gucci Mane,I Get The Bag (feat. Migos),77.0,6975632,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja
2017,09,Global,Travis Scott,goosebumps,72.0,6950721,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
2017,09,Global,Bruno Mars,That's What I Like,94.0,6939741,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
2017,09,Global,Cheat Codes,No Promises (feat. Demi Lovato),97.0,6937445,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
2017,09,Global,Zedd,Stay (with Alessia Cara),101.0,6861384,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
2017,09,Global,"Natti Natasha, Ozuna",Criminal,134.0,6828882,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te
2017,09,Global,Macklemore,Good Old Days (feat. Kesha),81.0,6780770,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
2017,09,Global,Lil Pump,Gucci Gang,166.0,6611744,https://open.spotify.com/track/6foxplXS0YEq8cO374Lty4
2017,09,Global,Kygo,It Ain't Me (with Selena Gomez),89.0,6527957,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
2017,09,Global,Childish Gambino,Redbone,96.0,6504426,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
2017,09,Global,SZA,Love Galore (feat. Travis Scott),88.0,6402678,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
2017,09,Global,James Arthur,Say You Won't Let Go,80.0,6341123,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
2017,09,Global,Future,Mask Off,86.0,6338481,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
2017,09,Global,Jax Jones,Instruction (feat. Demi Lovato & Stefflon Don),102.0,6330917,https://open.spotify.com/track/0XfOi87h82i09rQjWYG0Bm
2017,09,Global,Ozuna,Tú Foto,88.0,6323933,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
2017,09,Global,Ed Sheeran,Galway Girl,98.0,6257432,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
2017,09,Global,"Farruko, Bad Bunny, Rvssian",Krippy Kush,109.0,6214391,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9
2017,09,Global,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),130.0,6181150,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
2017,09,Global,Kodak Black,Roll in Peace (feat. XXXTENTACION),95.0,6161080,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
2017,09,Global,"Yo Gotti, Nicki Minaj",Rake It Up,98.0,6159502,https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH
2017,09,Global,"Alex Sensation, Ozuna",Que Va,121.0,6039194,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
2017,09,Global,"CNCO, Yandel",Hey DJ,107.0,5997823,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
2017,09,Global,Jason Derulo,If I'm Lucky,99.0,5984377,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
2017,09,Global,Camila Cabello,OMG (feat. Quavo),114.0,5983334,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
2017,09,Global,Kendrick Lamar,DNA.,102.0,5932890,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
2017,09,Global,Playboi Carti,Magnolia,115.0,5829618,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
2017,09,Global,"Robin Schulz, James Blunt",OK,105.0,5772913,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
2017,09,Global,Gucci Mane,Curve (feat. The Weeknd),158.0,5743057,https://open.spotify.com/track/1tp1xMJ1uaOktksskS0Fzs
2017,09,Global,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),158.0,5739379,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH
2017,09,Global,DJ Snake,A Different Way (with Lauv),91.0,5730006,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
2017,09,Global,Zedd,Get Low (with Liam Payne),186.0,5728177,https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY
2017,09,Global,Drake,Signs,168.0,5702344,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
2017,09,Global,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,134.0,5683921,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
2017,09,Global,Post Malone,Go Flex,170.0,5646522,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
2017,09,Global,Miley Cyrus,Malibu,135.0,5631277,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
2017,09,Global,"ZAYN, Taylor Swift","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",108.0,5599804,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
2017,09,Global,Julia Michaels,Issues,118.0,5584613,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k
2017,09,Global,"The Chainsmokers, Halsey",Closer,103.0,5558826,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
2017,09,Global,"Calvin Harris, Funk Wav",Slide (feat. Frank Ocean & Migos),141.0,5420463,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
2017,09,Global,Migos,Slippery (feat. Gucci Mane),108.0,5400044,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
2017,09,Global,Camila Cabello,Crying in the Club,156.0,5327006,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
2017,09,Global,"Katy Perry, Nicki Minaj",Swish Swish,116.0,5264884,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
2017,09,Global,XXXTENTACION,Revenge,185.0,5172888,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
2017,09,Global,Selena Gomez,Bad Liar,164.0,5160121,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
2017,09,Global,"Joey Montana, Sebastian Yatra",Suena El Dembow,153.0,5140695,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
2017,09,Global,Halsey,Bad At Love,140.0,5104349,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
2017,09,Global,Hailee Steinfeld,Most Girls,140.0,5093642,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
2017,09,Global,"Fifth Harmony, Gucci Mane",Down,149.0,5086767,https://open.spotify.com/track/20H2Hd5AkUcRjB4yL3UQtJ
2017,09,Global,Drake,Passionfruit,121.0,5079626,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
2017,09,Global,"Romeo Santos, Daddy Yankee, Nicky Jam",Bella y Sensual,120.0,4985674,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
2017,09,Global,Ozuna,El Farsante,113.0,4972480,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
2017,09,Global,Yandel,Explícale (feat. Bad Bunny),129.0,4968126,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
2017,09,Global,Post Malone,White Iverson,183.0,4954049,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
2017,09,Global,Thomas Rhett,Unforgettable,184.0,4945291,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
2017,09,Global,"The Weeknd, Daft Punk",Starboy,122.0,4940105,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
2017,09,Global,Kodak Black,Transportin',185.0,4896071,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
2017,09,Global,"Daddy Yankee, Ozuna",La Rompe Corazones,159.0,4862841,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
2017,09,Global,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",It's A Vibe,142.0,4846845,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
2017,09,Global,Ed Sheeran,Photograph,126.0,4819058,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
2017,09,Global,Tay-K,The Race,175.0,4771509,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX
2017,09,Global,"Drake, WizKid, Kyla",One Dance,124.0,4757646,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
2017,09,Global,Shakira,Me Enamoré,180.0,4660153,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
2017,09,Global,"The Weeknd, Daft Punk",I Feel It Coming,132.0,4601226,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
2017,09,Global,LANY,Super Far,200.0,4583561,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
2017,09,Global,Sam Hunt,Body Like A Back Road,144.0,4582367,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
2017,09,Global,Kendrick Lamar,LOVE. FEAT. ZACARI.,142.0,4568163,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
2017,09,Global,"Martin Garrix, Dua Lipa",Scared to Be Lonely,131.0,4562548,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
2017,09,Global,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),133.0,4531559,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
2017,09,Global,XXXTENTACION,Look At Me!,138.0,4474186,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18
2017,09,Global,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),197.0,4451074,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
2017,09,Global,"Sigala, Ella Eyre",Came Here for Love,193.0,4421974,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
2017,09,Global,Harry Styles,Sign of the Times,139.0,4392903,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
2017,09,Global,Nicky Jam,El Amante,195.0,4376760,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
2017,09,Global,"Jax Jones, Demi Lovato, Stefflon Don",Instruction,128.0,4338223,https://open.spotify.com/track/2ytH5wDuqhgLTiDVYioteq
2017,09,Global,Ed Sheeran,Thinking out Loud,142.0,4337574,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
2017,09,Global,Zion & Lennox,Otra vez (feat. J Balvin),140.0,4322950,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
2017,09,Global,J Balvin,Sigo Extrañándote,176.0,4306169,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
2017,09,Global,Martin Jensen,Solo Dance,172.0,4297799,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
2017,09,Global,Lil Uzi Vert,Sauce It Up,167.0,4267903,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
2017,09,Global,Halsey,Now Or Never,188.0,4266895,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
2017,09,Global,"Abraham Mateo, Farruko, Christian Daniel",Loco Enamorado,140.0,4264509,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
2017,09,Global,blackbear,do re mi (feat. Gucci Mane),151.0,4237797,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG
2017,09,Global,Major Lazer,Sua cara (feat. Anitta & Pabllo Vittar),191.0,4221121,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
2017,09,Global,Ed Sheeran,Castle on the Hill,151.0,4207295,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
2017,09,Global,XXXTENTACION,Depression & Obsession,167.0,4188233,https://open.spotify.com/track/2H3wWrnO758y0fPH7Ilerg
2017,09,Global,Lil Uzi Vert,X,135.0,4178369,https://open.spotify.com/track/5tRmoZRoupvMYPV1oezFrH
2017,09,Global,Anuel AA,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",155.0,4155934,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
2017,09,Global,KYLE,iSpy (feat. Lil Yachty),157.0,4152701,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
2017,09,Global,A$AP Ferg,Plain Jane,194.0,4134897,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
2017,09,Global,ItaloBrothers,Summer Air,188.0,4112222,https://open.spotify.com/track/3GPI7hYiqD6enLRobhkBm8
2017,09,Global,Nicky Jam,Si Tú La Ves (feat. Wisin),153.0,4100970,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
2017,09,Global,Rae Sremmurd,Perplexing Pegasus,178.0,4078831,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ
2017,09,Global,Fall Out Boy,The Last Of The Real Ones,195.0,4068904,https://open.spotify.com/track/7cQMJ0wDqVS5iM0JIvP6Ay
2017,09,Global,Young Thug,Relationship (feat. Future),196.0,4025893,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
2017,09,Global,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",196.0,4025715,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
2017,09,Global,"Jesse & Joy, Gente De Zona",3 A.M.,188.0,4023294,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
2017,09,Global,"KAROL G, Bad Bunny",Ahora Me Llama,149.0,4021923,https://open.spotify.com/track/61HHDBLqF3AmSvLfHKNGd2
2017,09,Global,"Kygo, Ellie Goulding",First Time,183.0,4011232,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
2017,09,Global,The Killers,Mr. Brightside,148.0,4003004,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
2017,09,Global,The Chainsmokers,Paris,162.0,3989577,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
2017,09,Global,XXXTENTACION,Carry On,172.0,3972666,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
2017,09,Global,Shakira,Chantaje (feat. Maluma),181.0,3971057,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
2017,09,Global,BTS,Go Go,150.0,3953532,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0
2017,09,Global,Shawn Mendes,Treat You Better,163.0,3942815,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
2017,09,Global,Post Malone,Candy Paint,199.0,3941267,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N
2017,09,Global,Migos,Bad and Boujee (feat. Lil Uzi Vert),170.0,3926386,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
2017,09,Global,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),161.0,3913621,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
2017,09,Global,Oasis,Wonderwall - Remastered,195.0,3893380,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
2017,09,Global,"DJ Snake, Justin Bieber",Let Me Love You,167.0,3876817,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
2017,09,Global,The Chainsmokers,Don't Let Me Down (feat. Daya),176.0,3875468,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
2017,09,Global,Piso 21,Besándote,175.0,3872988,https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h
2017,09,Global,Yandel,Como Antes (feat. Wisin),191.0,3847374,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
2017,09,Global,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",Complicated (feat. Kiiara),200.0,3827822,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
2017,09,Global,Piso 21,Me llamas (feat. Maluma) - Remix,171.0,3820782,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
2017,09,Global,The Script,Rain,199.0,3801890,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
2017,09,Global,Coldplay,The Scientist,200.0,3795147,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
2017,09,Global,BTS,Best Of Me,165.0,3780642,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
2017,09,Global,"Hailee Steinfeld, Grey, Zedd",Starving,182.0,3765932,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
2017,09,Global,Linkin Park,In the End,165.0,3733085,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
2017,09,Global,Macklemore,Marmalade (feat. Lil Yachty),169.0,3723767,https://open.spotify.com/track/7bsnTsbiwOymZWjPF9v6Di
2017,09,Global,Sam Smith,Stay With Me,190.0,3723556,https://open.spotify.com/track/5Db9VIdDsN5yu3Eu7CT0i4
2017,10,Global,"Post Malone, 21 Savage",rockstar,1.0,46995997,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2017,10,Global,"Camila Cabello, Young Thug",Havana,5.0,31698582,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
2017,10,Global,Dua Lipa,New Rules,3.0,26127050,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
2017,10,Global,Sam Smith,Too Good At Goodbyes - Edit,8.0,23400162,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
2017,10,Global,"Selena Gomez, Marshmello",Wolves,152.0,22975485,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
2017,10,Global,"ZAYN, Sia",Dusk Till Dawn - Radio Edit,6.0,22579858,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
2017,10,Global,Maroon 5,What Lovers Do (feat. SZA),7.0,22121324,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
2017,10,Global,"Logic, Alessia Cara, Khalid",1-800-273-8255,10.0,21168832,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
2017,10,Global,Ed Sheeran,Perfect,10.0,20839614,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2017,10,Global,"Marshmello, Khalid",Silence,9.0,20339368,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
2017,10,Global,"J Balvin, Willy William",Mi Gente,16.0,18509169,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2017,10,Global,NF,Let You Down,54.0,18223998,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
2017,10,Global,Lil Pump,Gucci Gang,34.0,17494529,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
2017,10,Global,Post Malone,I Fall Apart,19.0,17129238,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
2017,10,Global,Taylor Swift,Gorgeous,47.0,16903463,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz
2017,10,Global,Taylor Swift,Look What You Made Me Do,37.0,16869269,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
2017,10,Global,Demi Lovato,Sorry Not Sorry,15.0,16029077,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
2017,10,Global,"French Montana, Swae Lee",Unforgettable,21.0,15911570,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
2017,10,Global,Khalid,Young Dumb & Broke,16.0,15871063,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
2017,10,Global,Justin Bieber,Friends (with BloodPop®),27.0,15143908,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
2017,10,Global,Imagine Dragons,Thunder,24.0,15050217,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
2017,10,Global,Macklemore,Glorious (feat. Skylar Grey),20.0,14933305,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
2017,10,Global,Ed Sheeran,Shape of You,19.0,14839426,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2017,10,Global,P!nk,What About Us,36.0,14750631,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
2017,10,Global,"J Balvin, Willy William",Mi Gente (feat. Beyoncé),30.0,14558470,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
2017,10,Global,XXXTENTACION,Jocelyn Flores,38.0,14331319,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2017,10,Global,Lil Uzi Vert,XO Tour Llif3,24.0,14154736,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
2017,10,Global,Portugal. The Man,Feel It Still,30.0,14096574,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
