year,month,country_chart,artist,track,rank,streams,spotify_link
2018,09,Global,Mac Miller,Self Care,156.0,10776937,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
2018,09,Global,XXXTENTACION,Jocelyn Flores,46.0,10418248,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2018,09,Global,Drake,God's Plan,58.0,10415748,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
2018,09,Global,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),99.0,10332824,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
2018,09,Global,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),47.0,10235942,https://open.spotify.com/track/5IvdLxVB8gwwcgnEkXSSW2
2018,09,Global,"Lil Baby, Gunna",Drip Too Hard,72.0,10059846,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3
2018,09,Global,Ariana Grande,no tears left to cry,59.0,10024278,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
2018,09,Global,"Kris Kross Amsterdam, The Boy Next Door",Whenever (feat. Conor Maynard),90.0,10007070,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
2018,09,Global,"Jason Derulo, David Guetta",Goodbye (feat. Nicki Minaj & Willy William),79.0,9914855,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
2018,09,Global,Lil Mosey,Noticed,85.0,9904865,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
2018,09,Global,Eminem,Kamikaze,133.0,9873578,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
2018,09,Global,Post Malone,rockstar (feat. 21 Savage),57.0,9770813,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
2018,09,Global,"Becky G, Paulo Londra",Cuando Te Besé,56.0,9540381,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
2018,09,Global,Travis Scott,STARGAZING,83.0,9383126,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
2018,09,Global,Panic! At The Disco,High Hopes,65.0,9278420,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
2018,09,Global,XXXTENTACION,changes,63.0,9122729,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
2018,09,Global,Alesso,REMEDY,84.0,9070487,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
2018,09,Global,Anuel AA,Quiere Beber,64.0,9052104,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
2018,09,Global,Lil Wayne,Famous (feat. Reginae Carter),62.0,9005862,https://open.spotify.com/track/05r1GGg1Rhs0RcUg27C82a
2018,09,Global,Lil Wayne,Dope Niggaz (feat. Snoop Dogg),66.0,8681211,https://open.spotify.com/track/2AwyHlbA6f641SEkizD5JG
2018,09,Global,Maluma,Mala Mía,70.0,8660335,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
2018,09,Global,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),73.0,8625273,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
2018,09,Global,Post Malone,Psycho (feat. Ty Dolla $ign),77.0,8432164,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
2018,09,Global,Lil Wayne,Open Letter,68.0,8298060,https://open.spotify.com/track/2DnH4XlEkghUdE8ymdVom5
2018,09,Global,"Lady Gaga, Bradley Cooper",Shallow,69.0,8198600,https://open.spotify.com/track/5lK18Pt33xNudq4qYDxIm8
2018,09,Global,"Shakira, Maluma",Clandestino,86.0,8173844,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
2018,09,Global,Ed Sheeran,Shape of You,74.0,8078738,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2018,09,Global,"Lil Baby, Drake",Yes Indeed,88.0,7983617,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
2018,09,Global,Anne-Marie,2002,72.0,7896793,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
2018,09,Global,Dennis Lloyd,Nevermind,101.0,7887150,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
2018,09,Global,XXXTENTACION,Fuck Love (feat. Trippie Redd),76.0,7839665,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
2018,09,Global,Lukas Graham,Love Someone,169.0,7614552,https://open.spotify.com/track/6r3baE6njwU4aoJq6zPukG
2018,09,Global,"David Guetta, Bebe Rexha, J Balvin",Say My Name,100.0,7603228,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
2018,09,Global,Drake,Nice For What,109.0,7566994,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
2018,09,Global,"Kygo, Imagine Dragons",Born To Be Yours,112.0,7552189,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
2018,09,Global,Martin Garrix,Ocean (feat. Khalid),96.0,7514015,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
2018,09,Global,Machine Gun Kelly,RAP DEVIL,170.0,7492195,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l
2018,09,Global,Bebe Rexha,I'm a Mess,113.0,7487502,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
2018,09,Global,Tyga,SWISH,154.0,7483200,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
2018,09,Global,"Thalia, Natti Natasha",No Me Acuerdo,107.0,7460620,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd
2018,09,Global,Eminem,Normal,121.0,7356088,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
2018,09,Global,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,85.0,7330641,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
2018,09,Global,"Reik, Maluma",Amigos Con Derechos,103.0,7288579,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
2018,09,Global,Lil Wayne,Problems,79.0,7240428,https://open.spotify.com/track/0ubdf6zWT1It2saK41SkO0
2018,09,Global,Joji,SLOW DANCING IN THE DARK,106.0,7237051,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
2018,09,Global,Eminem,Stepping Stone,128.0,7203220,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
2018,09,Global,"Brytiago, Darell",Asesina,93.0,7188038,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
2018,09,Global,Eminem,Venom - Music From The Motion Picture,171.0,7163245,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
2018,09,Global,Imagine Dragons,Believer,83.0,7106615,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
2018,09,Global,Ed Sheeran,Perfect,95.0,7044264,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2018,09,Global,"Alan Walker, Au/Ra, Tomine Harket",Darkside,134.0,7011118,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
2018,09,Global,Rita Ora,Let You Love Me,106.0,6931796,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
2018,09,Global,Dua Lipa,IDGAF,95.0,6901226,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
2018,09,Global,Billie Eilish,lovely (with Khalid),89.0,6893337,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
2018,09,Global,Camila Cabello,Havana (feat. Young Thug),92.0,6888575,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
2018,09,Global,Mac Miller,Ladders,82.0,6867828,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
2018,09,Global,Lil Wayne,Hittas,89.0,6844426,https://open.spotify.com/track/5s6pKnF3ZPtuqvEx1i1V7U
2018,09,Global,"Sebastian Yatra, Mau y Ricky",Ya No Tiene Novio,119.0,6672625,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
2018,09,Global,"Marshmello, Anne-Marie",FRIENDS,97.0,6576471,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
2018,09,Global,Dua Lipa,New Rules,110.0,6540061,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
2018,09,Global,Reik,Me Niego (feat. Ozuna & Wisin),142.0,6533616,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
2018,09,Global,Lil Wayne,Open Safe,98.0,6511628,https://open.spotify.com/track/7EgI0dCaQuHFe3OTj5EpWI
2018,09,Global,Juice WRLD,Lean Wit Me,123.0,6499845,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
2018,09,Global,"Bonez MC, RAF Camora, Gzuz",Kokain,152.0,6492645,https://open.spotify.com/track/1H3oIeKUEHpBhXUiso0IMH
2018,09,Global,Eminem,Good Guy (feat. Jessie Reyez),154.0,6481179,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
2018,09,Global,"Zedd, Maren Morris, Grey",The Middle,102.0,6451652,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
2018,09,Global,Martin Garrix,High On Life (feat. Bonn),114.0,6413598,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
2018,09,Global,Imagine Dragons,Thunder,108.0,6405308,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
2018,09,Global,Juice WRLD,All Girls Are The Same,122.0,6386825,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
2018,09,Global,"KAROL G, Anuel AA",Culpables,170.0,6344541,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
2018,09,Global,Kodak Black,"If I'm Lyin, I'm Flyin",104.0,6324281,https://open.spotify.com/track/2uMTscYuCT3BZ0OCzH3MwN
2018,09,Global,Lil Wayne,Took His Time,105.0,6302597,https://open.spotify.com/track/1Dk3CfJEtqvj7Xg2AWwfEn
2018,09,Global,"Nicky Jam, J Balvin",X (feat. Maluma & Ozuna) - Remix,149.0,6246595,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
2018,09,Global,Childish Gambino,Feels Like Summer,193.0,6224512,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
2018,09,Global,Lauv,I Like Me Better,111.0,6207597,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
2018,09,Global,Travis Scott,YOSEMITE,137.0,6153245,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
2018,09,Global,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",131.0,6147076,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
2018,09,Global,Zion & Lennox,La player (Bandolera),136.0,6137485,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
2018,09,Global,BlocBoy JB,Look Alive (feat. Drake),125.0,6135789,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
2018,09,Global,Khalid,Love Lies (with Normani),117.0,5991703,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
2018,09,Global,XXXTENTACION,Everybody Dies In Their Nightmares,116.0,5965127,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
2018,09,Global,Ava Max,Sweet but Psycho,115.0,5963849,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2018,09,Global,"David Guetta, Sia",Flames,153.0,5953979,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
2018,09,Global,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",Toda - Remix,119.0,5938790,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL
2018,09,Global,"Nicky Jam, J Balvin",X,167.0,5870993,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
2018,09,Global,Lil Wayne,Let It All Work Out,118.0,5859639,https://open.spotify.com/track/3BUWNzPWz2mDbptZmGEXpB
2018,09,Global,Mac Miller,Hurt Feelings,107.0,5845682,https://open.spotify.com/track/5p7GiBZNL1afJJDUrOA6C8
2018,09,Global,Drake,Don’t Matter To Me (with Michael Jackson),184.0,5832700,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
2018,09,Global,Flipp Dinero,Leave Me Alone,159.0,5793670,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
2018,09,Global,Post Malone,I Fall Apart,130.0,5784369,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
2018,09,Global,Mac Miller,Come Back to Earth,110.0,5713873,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR
2018,09,Global,Lil Uzi Vert,XO Tour Llif3,133.0,5697166,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
2018,09,Global,"Frenna, Lil Kleine",Verleden Tijd,127.0,5689674,https://open.spotify.com/track/4kuexchmxuc5NXmokfo1WH
2018,09,Global,Armin van Buuren,Blah Blah Blah,148.0,5679347,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
2018,09,Global,Ella Mai,Trip,157.0,5646803,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa
2018,09,Global,Bryce Vine,Drew Barrymore,151.0,5607029,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
2018,09,Global,XXXTENTACION,Look At Me!,129.0,5586597,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
2018,09,Global,"Shawn Mendes, Zedd",Lost In Japan - Remix,126.0,5563562,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
2018,09,Global,Lil Wayne,I Love You Dwayne,127.0,5553668,https://open.spotify.com/track/3ZVw1HR1QAQoKBygbhG4CE
2018,09,Global,Juice WRLD,Wasted (feat. Lil Uzi Vert),157.0,5543501,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
2018,09,Global,Lil Wayne,Mess,128.0,5543367,https://open.spotify.com/track/6y4pOReFqH2wzo4CV91cZC
2018,09,Global,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),132.0,5518335,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
2018,09,Global,Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",174.0,5506791,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
2018,09,Global,Why Don't We,8 Letters,163.0,5461508,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
2018,09,Global,Ozuna,Unica,164.0,5435013,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
2018,09,Global,Sam Smith,Too Good At Goodbyes,135.0,5390771,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
2018,09,Global,Quavo,WORKIN ME,171.0,5389145,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
2018,09,Global,Eminem,Nice Guy (with Jessie Reyez),123.0,5330151,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
2018,09,Global,"Anuel AA, Zion",Hipócrita,140.0,5329648,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
2018,09,Global,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",145.0,5321834,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
2018,09,Global,Young Thug,Sin (feat. Jaden Smith),138.0,5310991,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx
2018,09,Global,Lil Wayne,Used 2,139.0,5306289,https://open.spotify.com/track/68lOQPb5tX8U2cQRuas0L2
2018,09,Global,Lauv,There's No Way (feat. Julia Michaels),141.0,5233152,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
2018,09,Global,The Chainsmokers,Side Effects (feat. Emily Warren),157.0,5225316,https://open.spotify.com/track/5hrXLJJrnKraxRQntH0Vv9
2018,09,Global,Lil Wayne,Demon,143.0,5191797,https://open.spotify.com/track/1kaxyXcAi5ZHF3Q94QXsHK
2018,09,Global,Dua Lipa,Want To,144.0,5184050,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
2018,09,Global,James Arthur,Say You Won't Let Go,146.0,5180826,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
2018,09,Global,6LACK,Pretty Little Fears (feat. J. Cole),129.0,5158068,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
2018,09,Global,Paul Rosenberg,Paul - Skit,127.0,5139520,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
2018,09,Global,Lil Wayne,Start This Shit Off Right (feat. Ashanti & Mack Maine),147.0,5133296,https://open.spotify.com/track/6wqWfSOZvTK18SAczoYm1L
2018,09,Global,Trippie Redd,Taking A Walk,164.0,5132381,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
2018,09,Global,"Earth, Wind & Fire",September,132.0,5131415,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ
2018,09,Global,"The Chainsmokers, Halsey",Closer,161.0,5117441,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
2018,09,Global,Jason Mraz,I'm Yours,179.0,5114458,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
2018,09,Global,Ed Sheeran,Happier,150.0,5087541,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
2018,09,Global,Aminé,REEL IT IN,184.0,5073287,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
2018,09,Global,"KAROL G, J Balvin, Nicky Jam",Mi Cama - Remix,200.0,5039202,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
2018,09,Global,Bazzi,Mine,165.0,4995201,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
2018,09,Global,"Loredana, Mozzik",BONNIE & CLYDE,186.0,4975758,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
2018,09,Global,Shawn Mendes,In My Blood,162.0,4965265,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
2018,09,Global,"Martin Garrix, Justin Mylo",Burn Out (feat. Dewain Whitmore),138.0,4950269,https://open.spotify.com/track/7IWTIkiWGWNQyYfOLdMrGD
2018,09,Global,Cosculluela,Madura (feat. Bad Bunny),187.0,4939664,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
2018,09,Global,Lana Del Rey,Mariners Apartment Complex,141.0,4899476,https://open.spotify.com/track/4UAW2gObi5o6sJla0qZpPn
2018,09,Global,"Daddy Yankee, Natti Natasha, Becky G, Bad Bunny",Dura - Remix,175.0,4883087,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
2018,09,Global,"BTS, Nicki Minaj",IDOL,173.0,4872893,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx
2018,09,Global,"Khalid, 6LACK, Ty Dolla $ign",OTW,172.0,4871316,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
2018,09,Global,"Sebastian Yatra, Luis Figueroa, Lary Over",Por Perro,196.0,4864855,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
2018,09,Global,Anitta,Medicina,155.0,4841409,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
2018,09,Global,Ozuna,Me Dijeron,166.0,4831506,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh
2018,09,Global,XXXTENTACION,the remedy for a broken heart (why am I so in love),159.0,4829847,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
2018,09,Global,Bad Bunny,Estamos Bien,186.0,4825250,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
2018,09,Global,Jess Glynne,All I Am,171.0,4815915,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
2018,10,Global,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2.0,40931264,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2018,10,Global,Bad Bunny,MIA (feat. Drake),2.0,39639615,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
2018,10,Global,Kodak Black,ZEZE (feat. Travis Scott & Offset),7.0,29095302,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
2018,10,Global,"Marshmello, Bastille",Happier,4.0,28685390,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
2018,10,Global,"XXXTENTACION, Lil Pump",Arms Around You (feat. Maluma & Swae Lee),3.0,26157297,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
2018,10,Global,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,5.0,25456872,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
2018,10,Global,Kanye West,I Love It (& Lil Pump),19.0,25451940,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2018,10,Global,"Lady Gaga, Bradley Cooper",Shallow,19.0,24206277,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2018,10,Global,"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,20.0,22273259,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
2018,10,Global,Khalid,Better,13.0,21831365,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
2018,10,Global,Halsey,Without Me,11.0,21400500,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
2018,10,Global,"Calvin Harris, Jessie Reyez",Promises (with Sam Smith),11.0,21148561,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
2018,10,Global,benny blanco,Eastside (with Halsey & Khalid),14.0,20416386,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
2018,10,Global,"Dynoro, Gigi D'Agostino",In My Mind,15.0,19951926,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
2018,10,Global,Travis Scott,SICKO MODE,15.0,19785693,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
2018,10,Global,Maroon 5,Girls Like You (feat. Cardi B),16.0,17528530,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
2018,10,Global,Juice WRLD,Lucid Dreams,18.0,17341127,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
2018,10,Global,Drake,In My Feelings,25.0,17256422,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2018,10,Global,Sheck Wes,Mo Bamba,26.0,16377580,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
2018,10,Global,Lil Baby,Drip Too Hard (Lil Baby & Gunna),23.0,16365307,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
2018,10,Global,Billie Eilish,when the party's over,18.0,16327996,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
2018,10,Global,Dean Lewis,Be Alright,21.0,16073694,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
2018,10,Global,"Dua Lipa, BLACKPINK",Kiss and Make Up,17.0,15971199,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
2018,10,Global,XXXTENTACION,Moonlight,24.0,15501045,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
2018,10,Global,XXXTENTACION,SAD!,23.0,15414626,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2018,10,Global,"6ix9ine, Bobby Shmurda",STOOPID,90.0,15135119,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
2018,10,Global,"Future, Juice WRLD",Fine China,41.0,14436312,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
2018,10,Global,"Ozuna, Manuel Turizo",Vaina Loca,28.0,14263630,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
2018,10,Global,"6ix9ine, Anuel AA",BEBE,31.0,14255537,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
2018,10,Global,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),49.0,13756039,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
2018,10,Global,Khalid,Suncity (feat. Empress Of),37.0,13693043,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
2018,10,Global,"Silk City, Diplo, Mark Ronson",Electricity (with Dua Lipa),39.0,13685467,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
2018,10,Global,Post Malone,Better Now,29.0,13612332,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2018,10,Global,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),115.0,13591637,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
2018,10,Global,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),40.0,13422768,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
2018,10,Global,Little Mix,Woman Like Me (feat. Nicki Minaj),41.0,13175052,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
2018,10,Global,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",67.0,12999466,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
2018,10,Global,French Montana,No Stylist (feat. Drake),58.0,12894471,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
2018,10,Global,"Cardi B, Bad Bunny, J Balvin",I Like It,32.0,12838090,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
2018,10,Global,Eminem,Lucky You (feat. Joyner Lucas),56.0,12762179,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
2018,10,Global,Imagine Dragons,Natural,36.0,12716970,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
2018,10,Global,Tyga,Taste (feat. Offset),35.0,12680668,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
2018,10,Global,Rita Ora,Let You Love Me,46.0,12483237,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
2018,10,Global,Ava Max,Sweet but Psycho,64.0,12351628,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2018,10,Global,5 Seconds of Summer,Youngblood,38.0,11597926,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
2018,10,Global,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté - Remix,42.0,10955568,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
2018,10,Global,Bazzi,Beautiful (feat. Camila Cabello),43.0,10935590,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
2018,10,Global,Eminem,Venom - Music From The Motion Picture,68.0,10881798,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
2018,10,Global,Quavo,PASS OUT (feat. 21 Savage),140.0,10881651,https://open.spotify.com/track/3edzl4zvKFi0D3iuF6cs2f
2018,10,Global,Drake,Nonstop,48.0,10573918,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
2018,10,Global,Clean Bandit,Solo (feat. Demi Lovato),64.0,10516428,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
2018,10,Global,"Jonas Blue, Jack & Jack",Rise,55.0,10487801,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
2018,10,Global,XXXTENTACION,Jocelyn Flores,51.0,10282558,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2018,10,Global,"Sia, Diplo, Labrinth, LSD",Thunderclouds,84.0,10270742,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
2018,10,Global,Lil Mosey,Noticed,65.0,10196053,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
2018,10,Global,George Ezra,Shotgun,66.0,10107916,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
2018,10,Global,Panic! At The Disco,High Hopes,56.0,10078700,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
